logic,rule_category,rule,problem,query,answer
propositional,inference,simplification,inference,Consider the following premises: Jessica is drinking water and James is a server. Can we infer the following from them? Answer yes or no: James is a server.,yes
propositional,inference,simplification,inference,Consider the following premises: Jessica is playing squash and Karen is playing a game. Can we infer the following from them? Answer yes or no: Karen is playing a game.,yes
propositional,inference,simplification,inference,Consider the following premises: Linda is cooking and William is playing a game. Can we infer the following from them? Answer yes or no: Linda is cooking.,yes
propositional,inference,simplification,inference,Consider the following premises: David is working and it is sunny. Can we infer the following from them? Answer yes or no: David is working.,yes
propositional,inference,simplification,inference,Consider the following premises: Charles is playing a game and Robert is working. Can we infer the following from them? Answer yes or no: Robert is working.,yes
propositional,inference,simplification,inference,Consider the following premises: Susan is a scientist and Elisabeth is playing tennis. Can we infer the following from them? Answer yes or no: Elisabeth is playing tennis.,yes
propositional,inference,simplification,inference,Consider the following premises: John is writing a letter and it is sunny. Can we infer the following from them? Answer yes or no: John is writing a letter.,yes
propositional,inference,simplification,inference,Consider the following premises: Richard is sleeping and Charles is playing tennis. Can we infer the following from them? Answer yes or no: Charles is playing tennis.,yes
propositional,inference,simplification,inference,Consider the following premises: It is windy and it is raining. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,inference,simplification,inference,Consider the following premises: It is late and it is raining. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,inference,simplification,inference,Consider the following premises: Barbara is a cashier and it is cold. Can we infer the following from them? Answer yes or no: Barbara is a cashier.,yes
propositional,inference,simplification,inference,Consider the following premises: Richard is reading a book and Mary is a bartender. Can we infer the following from them? Answer yes or no: Richard is reading a book.,yes
propositional,inference,simplification,inference,Consider the following premises: Jennifer is running and David is a server. Can we infer the following from them? Answer yes or no: David is a server.,yes
propositional,inference,simplification,inference,Consider the following premises: Richard is a janitor and it is cold. Can we infer the following from them? Answer yes or no: Richard is a janitor.,yes
propositional,inference,simplification,inference,Consider the following premises: Mary is excited and Elisabeth is working. Can we infer the following from them? Answer yes or no: Mary is excited.,yes
propositional,inference,simplification,inference,Consider the following premises: Robert is reading a book and it is sunny. Can we infer the following from them? Answer yes or no: It is sunny.,yes
propositional,inference,simplification,inference,Consider the following premises: It is overcast and it is late. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,inference,simplification,inference,Consider the following premises: Sarah is running and Thomas is playing tennis. Can we infer the following from them? Answer yes or no: Sarah is running.,yes
propositional,inference,simplification,inference,Consider the following premises: Susan is a server and David is taking a plane. Can we infer the following from them? Answer yes or no: Susan is a server.,yes
propositional,inference,simplification,inference,Consider the following premises: Charles is taking a plane and it is sunny. Can we infer the following from them? Answer yes or no: Charles is taking a plane.,yes
propositional,inference,simplification,inference,Consider the following premises: John is sad and William is cooking. Can we infer the following from them? Answer yes or no: William is cooking.,yes
propositional,inference,simplification,inference,Consider the following premises: It is sunny and Mary is a police officer. Can we infer the following from them? Answer yes or no: Mary is a police officer.,yes
propositional,inference,simplification,inference,Consider the following premises: It is cold and it is snowing. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,inference,simplification,inference,Consider the following premises: Elisabeth is sleeping and it is raining. Can we infer the following from them? Answer yes or no: Elisabeth is sleeping.,yes
propositional,inference,simplification,inference,Consider the following premises: Jennifer is an electrician and Jessica is making tea. Can we infer the following from them? Answer yes or no: Jessica is making tea.,yes
propositional,inference,simplification,inference,Consider the following premises: Charles is sad and Jennifer is driving a car. Can we infer the following from them? Answer yes or no: Charles is sad.,yes
propositional,inference,simplification,inference,Consider the following premises: It is overcast and it is snowing. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,inference,simplification,inference,Consider the following premises: It is snowing and Michael is listening to a song. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,inference,simplification,inference,Consider the following premises: It is cloudy and Patricia is a janitor. Can we infer the following from them? Answer yes or no: It is cloudy.,yes
propositional,inference,simplification,inference,Consider the following premises: It is windy and David is an electrician. Can we infer the following from them? Answer yes or no: It is windy.,yes
propositional,inference,simplification,inference,Consider the following premises: Patricia is sleeping and Thomas is listening to a song. Can we infer the following from them? Answer yes or no: Thomas is listening to a song.,yes
propositional,inference,simplification,inference,Consider the following premises: Thomas is cooking and it is late. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,inference,simplification,inference,Consider the following premises: James is curious and it is windy. Can we infer the following from them? Answer yes or no: It is windy.,yes
propositional,inference,simplification,inference,Consider the following premises: James is writing a letter and Jessica is sad. Can we infer the following from them? Answer yes or no: James is writing a letter.,yes
propositional,inference,simplification,inference,Consider the following premises: It is late and Barbara is excited. Can we infer the following from them? Answer yes or no: Barbara is excited.,yes
propositional,inference,simplification,inference,Consider the following premises: David is playing squash and Karen is sad. Can we infer the following from them? Answer yes or no: Karen is sad.,yes
propositional,inference,transitivity,inference,"Consider the following premises: If Thomas were a lawyer, then Linda is driving a car. If Jennifer were curious, then Thomas is a lawyer. Can we infer the following from them? Answer yes or no: If Jennifer were curious, then Linda is driving a car.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is sunny, then Jennifer is a scientist. If James plays squash, then it is sunny. Can we infer the following from them? Answer yes or no: If James plays squash, then Jennifer is a scientist.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is windy, then Joseph is working. If Joseph works, then Sarah is a writer. Can we infer the following from them? Answer yes or no: If it is windy, then Sarah is a writer.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is overcast, then Sarah is working. If John were a police officer, then it is overcast. Can we infer the following from them? Answer yes or no: If John were a police officer, then Sarah is working.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If David were a janitor, then John is poor. If John were poor, then Richard is taking a plane. Can we infer the following from them? Answer yes or no: If David were a janitor, then Richard is taking a plane.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is sunny, then Thomas is playing squash. If it is late, then it is sunny. Can we infer the following from them? Answer yes or no: If it is late, then Thomas is playing squash.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it snows, then Sarah is a carpenter. If Joseph plays a game, then it is snowing. Can we infer the following from them? Answer yes or no: If Joseph plays a game, then Sarah is a carpenter.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it rains, then Charles is working. If Sarah plays tennis, then it is raining. Can we infer the following from them? Answer yes or no: If Sarah plays tennis, then Charles is working.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Sarah listens to a song, then Michael is rich. If Thomas were poor, then Sarah is listening to a song. Can we infer the following from them? Answer yes or no: If Thomas were poor, then Michael is rich.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it snows, then Robert is running. If Richard were rich, then it is snowing. Can we infer the following from them? Answer yes or no: If Richard were rich, then Robert is running.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Joseph plays tennis, then it is cold. If it is cold, then it is windy. Can we infer the following from them? Answer yes or no: If Joseph plays tennis, then it is windy.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is sunny, then Susan is climbing a mountain. If Elisabeth reads a book, then it is sunny. Can we infer the following from them? Answer yes or no: If Elisabeth reads a book, then Susan is climbing a mountain.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Thomas works, then it is late. If it is late, then it is cloudy. Can we infer the following from them? Answer yes or no: If Thomas works, then it is cloudy.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is sunny, then it is cloudy. If Robert plays a game, then it is sunny. Can we infer the following from them? Answer yes or no: If Robert plays a game, then it is cloudy.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Jennifer were fast, then Charles is climbing a mountain. If Charles climbs a mountain, then Elisabeth is sleeping. Can we infer the following from them? Answer yes or no: If Jennifer were fast, then Elisabeth is sleeping.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Robert takes a plane, then it is windy. If it is late, then Robert is taking a plane. Can we infer the following from them? Answer yes or no: If it is late, then it is windy.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If William drinks water, then Elisabeth is sad. If it is cold, then William is drinking water. Can we infer the following from them? Answer yes or no: If it is cold, then Elisabeth is sad.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Susan plays tennis, then it is cold. If it is cold, then Barbara is a taxi driver. Can we infer the following from them? Answer yes or no: If Susan plays tennis, then Barbara is a taxi driver.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Jennifer goes running, then it is cold. If it is cold, then David is a police officer. Can we infer the following from them? Answer yes or no: If Jennifer goes running, then David is a police officer.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is windy, then Thomas is climbing a mountain. If Thomas climbs a mountain, then Barbara is playing a game. Can we infer the following from them? Answer yes or no: If it is windy, then Barbara is playing a game.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Karen takes a plane, then Elisabeth is cooking. If Elisabeth cooks, then Karen is a doctor. Can we infer the following from them? Answer yes or no: If Karen takes a plane, then Karen is a doctor.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If James were fast, then it is cloudy. If Elisabeth sleeps, then James is fast. Can we infer the following from them? Answer yes or no: If Elisabeth sleeps, then it is cloudy.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Karen goes running, then Thomas is a nurse. If Thomas were a nurse, then it is raining. Can we infer the following from them? Answer yes or no: If Karen goes running, then it is raining.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Michael listens to a song, then it is late. If it is late, then Linda is working. Can we infer the following from them? Answer yes or no: If Michael listens to a song, then Linda is working.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Sarah listens to a song, then Michael is bored. If Michael were bored, then Karen is writing a letter. Can we infer the following from them? Answer yes or no: If Sarah listens to a song, then Karen is writing a letter.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Richard cooks, then Jessica is a lawyer. If Jessica were a lawyer, then Sarah is a writer. Can we infer the following from them? Answer yes or no: If Richard cooks, then Sarah is a writer.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Richard listens to a song, then Charles is a server. If Charles were a server, then Mary is playing tennis. Can we infer the following from them? Answer yes or no: If Richard listens to a song, then Mary is playing tennis.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Richard sleeps, then Mary is sad. If Mary were sad, then Susan is bored. Can we infer the following from them? Answer yes or no: If Richard sleeps, then Susan is bored.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is windy, then Richard is curious. If Richard were curious, then Robert is writing a letter. Can we infer the following from them? Answer yes or no: If it is windy, then Robert is writing a letter.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Jennifer were a writer, then it is raining. If it is cloudy, then Jennifer is a writer. Can we infer the following from them? Answer yes or no: If it is cloudy, then it is raining.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Mary writes a letter, then it is snowing. If it snows, then it is overcast. Can we infer the following from them? Answer yes or no: If Mary writes a letter, then it is overcast.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is cloudy, then Elisabeth is taking a plane. If it snows, then it is cloudy. Can we infer the following from them? Answer yes or no: If it snows, then Elisabeth is taking a plane.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Barbara drives a car, then it is snowing. If David reads a book, then Barbara is driving a car. Can we infer the following from them? Answer yes or no: If David reads a book, then it is snowing.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Linda were excited, then Jessica is playing tennis. If James drives a car, then Linda is excited. Can we infer the following from them? Answer yes or no: If James drives a car, then Jessica is playing tennis.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is overcast, then Barbara is a bartender. If Mary were a nurse, then it is overcast. Can we infer the following from them? Answer yes or no: If Mary were a nurse, then Barbara is a bartender.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Karen were a police officer, then it is late. If it is late, then Jessica is playing tennis. Can we infer the following from them? Answer yes or no: If Karen were a police officer, then Jessica is playing tennis.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Patricia were excited, then Elisabeth is poor. If Richard takes a plane, then Patricia is excited. Can we infer the following from them? Answer yes or no: If Richard takes a plane, then Elisabeth is poor.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is cold, then Charles is playing a game. If it is windy, then it is cold. Can we infer the following from them? Answer yes or no: If it is windy, then Charles is playing a game.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Thomas were an electrician, then Jennifer is a poet. If it rains, then Thomas is an electrician. Can we infer the following from them? Answer yes or no: If it rains, then Jennifer is a poet.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Richard were a nurse, then it is raining. If it rains, then Mary is bored. Can we infer the following from them? Answer yes or no: If Richard were a nurse, then Mary is bored.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If John sleeps, then Charles is writing a letter. If Charles writes a letter, then John is a writer. Can we infer the following from them? Answer yes or no: If John sleeps, then John is a writer.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Joseph goes running, then Joseph is cooking. If Joseph cooks, then it is cold. Can we infer the following from them? Answer yes or no: If Joseph goes running, then it is cold.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Karen plays a game, then Thomas is a janitor. If Elisabeth were happy, then Karen is playing a game. Can we infer the following from them? Answer yes or no: If Elisabeth were happy, then Thomas is a janitor.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Jennifer were an artist, then Elisabeth is sad. If Michael works, then Jennifer is an artist. Can we infer the following from them? Answer yes or no: If Michael works, then Elisabeth is sad.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If Elisabeth plays a game, then it is sunny. If Elisabeth makes tea, then Elisabeth is playing a game. Can we infer the following from them? Answer yes or no: If Elisabeth makes tea, then it is sunny.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it snows, then it is windy. If it is late, then it is snowing. Can we infer the following from them? Answer yes or no: If it is late, then it is windy.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is cloudy, then Charles is bored. If Robert cooks, then it is cloudy. Can we infer the following from them? Answer yes or no: If Robert cooks, then Charles is bored.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is overcast, then it is cloudy. If it is cloudy, then Sarah is poor. Can we infer the following from them? Answer yes or no: If it is overcast, then Sarah is poor.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If James were an office clerk, then Linda is a writer. If Susan were rich, then James is an office clerk. Can we infer the following from them? Answer yes or no: If Susan were rich, then Linda is a writer.",yes
propositional,inference,transitivity,inference,"Consider the following premises: If it is sunny, then James is a carpenter. If it is windy, then it is sunny. Can we infer the following from them? Answer yes or no: If it is windy, then James is a carpenter.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Thomas were fast, then David is running. Thomas is fast. Can we infer the following from them? Answer yes or no: David is running.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Susan were a cashier, then Thomas is a poet. Susan is a cashier. Can we infer the following from them? Answer yes or no: Thomas is a poet.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If John makes tea, then Thomas is an electrician. John is making tea. Can we infer the following from them? Answer yes or no: Thomas is an electrician.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: James is a sailor. If James were a sailor, then it is cloudy. Can we infer the following from them? Answer yes or no: It is cloudy.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Sarah climbs a mountain, then Linda is rich. Sarah is climbing a mountain. Can we infer the following from them? Answer yes or no: Linda is rich.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: William is cooking. If William cooks, then James is running. Can we infer the following from them? Answer yes or no: James is running.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Linda is sleeping. If Linda sleeps, then Elisabeth is a carpenter. Can we infer the following from them? Answer yes or no: Elisabeth is a carpenter.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Charles is cooking. If Charles cooks, then it is cold. Can we infer the following from them? Answer yes or no: It is cold.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Mary were a sailor, then it is cloudy. Mary is a sailor. Can we infer the following from them? Answer yes or no: It is cloudy.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Richard is curious. If Richard were curious, then it is cold. Can we infer the following from them? Answer yes or no: It is cold.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is windy. If it is windy, then William is a server. Can we infer the following from them? Answer yes or no: William is a server.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Joseph were an electrician, then Jessica is playing squash. Joseph is an electrician. Can we infer the following from them? Answer yes or no: Jessica is playing squash.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Barbara is playing a game. If Barbara plays a game, then Jennifer is a nurse. Can we infer the following from them? Answer yes or no: Jennifer is a nurse.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Michael were an electrician, then it is sunny. Michael is an electrician. Can we infer the following from them? Answer yes or no: It is sunny.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: David is taking a plane. If David takes a plane, then it is late. Can we infer the following from them? Answer yes or no: It is late.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Linda is playing squash. If Linda plays squash, then it is late. Can we infer the following from them? Answer yes or no: It is late.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is windy. If it is windy, then Thomas is fast. Can we infer the following from them? Answer yes or no: Thomas is fast.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: James is rich. If James were rich, then Robert is a taxi driver. Can we infer the following from them? Answer yes or no: Robert is a taxi driver.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Patricia is climbing a mountain. If Patricia climbs a mountain, then Charles is playing tennis. Can we infer the following from them? Answer yes or no: Charles is playing tennis.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Karen were a server, then Thomas is drinking water. Karen is a server. Can we infer the following from them? Answer yes or no: Thomas is drinking water.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is raining. If it rains, then Susan is driving a car. Can we infer the following from them? Answer yes or no: Susan is driving a car.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is windy. If it is windy, then it is overcast. Can we infer the following from them? Answer yes or no: It is overcast.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it snows, then Michael is cooking. It is snowing. Can we infer the following from them? Answer yes or no: Michael is cooking.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Barbara is happy. If Barbara were happy, then Sarah is working. Can we infer the following from them? Answer yes or no: Sarah is working.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Sarah is rich. If Sarah were rich, then Michael is a server. Can we infer the following from them? Answer yes or no: Michael is a server.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Patricia were an astronaut, then John is fast. Patricia is an astronaut. Can we infer the following from them? Answer yes or no: John is fast.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it is sunny, then Thomas is a mechanic. It is sunny. Can we infer the following from them? Answer yes or no: Thomas is a mechanic.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Richard drinks water, then James is rich. Richard is drinking water. Can we infer the following from them? Answer yes or no: James is rich.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Elisabeth is an electrician. If Elisabeth were an electrician, then Michael is a bartender. Can we infer the following from them? Answer yes or no: Michael is a bartender.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Linda writes a letter, then Patricia is driving a car. Linda is writing a letter. Can we infer the following from them? Answer yes or no: Patricia is driving a car.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it is late, then it is sunny. It is late. Can we infer the following from them? Answer yes or no: It is sunny.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is late. If it is late, then Jennifer is a police officer. Can we infer the following from them? Answer yes or no: Jennifer is a police officer.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it snows, then Robert is an astronaut. It is snowing. Can we infer the following from them? Answer yes or no: Robert is an astronaut.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If William were a bartender, then Jessica is a nurse. William is a bartender. Can we infer the following from them? Answer yes or no: Jessica is a nurse.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: William is a soldier. If William were a soldier, then William is writing a letter. Can we infer the following from them? Answer yes or no: William is writing a letter.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is late. If it is late, then it is overcast. Can we infer the following from them? Answer yes or no: It is overcast.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it rains, then it is late. It is raining. Can we infer the following from them? Answer yes or no: It is late.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If William cooks, then Karen is running. William is cooking. Can we infer the following from them? Answer yes or no: Karen is running.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: It is snowing. If it snows, then Karen is sleeping. Can we infer the following from them? Answer yes or no: Karen is sleeping.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Sarah is an astronaut. If Sarah were an astronaut, then it is raining. Can we infer the following from them? Answer yes or no: It is raining.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Richard were a sailor, then Mary is drinking water. Richard is a sailor. Can we infer the following from them? Answer yes or no: Mary is drinking water.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: William is a police officer. If William were a police officer, then William is a writer. Can we infer the following from them? Answer yes or no: William is a writer.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it is sunny, then Richard is sleeping. It is sunny. Can we infer the following from them? Answer yes or no: Richard is sleeping.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If Joseph were a police officer, then Sarah is a musician. Joseph is a police officer. Can we infer the following from them? Answer yes or no: Sarah is a musician.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Patricia is a scientist. If Patricia were a scientist, then it is windy. Can we infer the following from them? Answer yes or no: It is windy.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Michael is an astronaut. If Michael were an astronaut, then Sarah is a soldier. Can we infer the following from them? Answer yes or no: Sarah is a soldier.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Sarah is making tea. If Sarah makes tea, then Linda is climbing a mountain. Can we infer the following from them? Answer yes or no: Linda is climbing a mountain.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Susan is writing a letter. If Susan writes a letter, then it is snowing. Can we infer the following from them? Answer yes or no: It is snowing.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: Jennifer is playing a game. If Jennifer plays a game, then Linda is playing tennis. Can we infer the following from them? Answer yes or no: Linda is playing tennis.",yes
propositional,inference,modus ponens,inference,"Consider the following premises: If it is overcast, then Barbara is playing tennis. It is overcast. Can we infer the following from them? Answer yes or no: Barbara is playing tennis.",yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is cold or it is raining. It is not cold. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Patricia is climbing a mountain or Joseph is running. Patricia is not climbing a mountain. Can we infer the following from them? Answer yes or no: Joseph is running.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is late or it is snowing. It is not late. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Elisabeth is not rich. Elisabeth is rich or Elisabeth is climbing a mountain. Can we infer the following from them? Answer yes or no: Elisabeth is climbing a mountain.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Patricia is not taking a plane. Patricia is taking a plane or it is late. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: William is not a scientist. William is a scientist or it is raining. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Robert is not taking a plane. Robert is taking a plane or it is late. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: David is not taking a plane. David is taking a plane or Susan is sad. Can we infer the following from them? Answer yes or no: Susan is sad.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Michael is climbing a mountain or Richard is working. Michael is not climbing a mountain. Can we infer the following from them? Answer yes or no: Richard is working.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Mary is writing a letter or it is snowing. Mary is not writing a letter. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Patricia is rich or Patricia is writing a letter. Patricia is not rich. Can we infer the following from them? Answer yes or no: Patricia is writing a letter.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Elisabeth is making tea or it is windy. Elisabeth is not making tea. Can we infer the following from them? Answer yes or no: It is windy.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is not overcast. It is overcast or Karen is happy. Can we infer the following from them? Answer yes or no: Karen is happy.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Karen is reading a book or Michael is cooking. Karen is not reading a book. Can we infer the following from them? Answer yes or no: Michael is cooking.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is cloudy or Charles is driving a car. It is not cloudy. Can we infer the following from them? Answer yes or no: Charles is driving a car.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Karen is not drinking water. Karen is drinking water or Patricia is a police officer. Can we infer the following from them? Answer yes or no: Patricia is a police officer.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is cloudy or it is raining. It is not cloudy. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Barbara is a writer or it is late. Barbara is not a writer. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: David is not playing squash. David is playing squash or William is an astronaut. Can we infer the following from them? Answer yes or no: William is an astronaut.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Barbara is not listening to a song. Barbara is listening to a song or David is a mechanic. Can we infer the following from them? Answer yes or no: David is a mechanic.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Barbara is writing a letter or it is overcast. Barbara is not writing a letter. Can we infer the following from them? Answer yes or no: It is overcast.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is windy or it is raining. It is not windy. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Jennifer is not a scientist. Jennifer is a scientist or Joseph is cooking. Can we infer the following from them? Answer yes or no: Joseph is cooking.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Richard is a nurse or Sarah is making tea. Richard is not a nurse. Can we infer the following from them? Answer yes or no: Sarah is making tea.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: James is not sleeping. James is sleeping or William is a server. Can we infer the following from them? Answer yes or no: William is a server.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is not cloudy. It is cloudy or Robert is reading a book. Can we infer the following from them? Answer yes or no: Robert is reading a book.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Karen is playing squash or Elisabeth is climbing a mountain. Karen is not playing squash. Can we infer the following from them? Answer yes or no: Elisabeth is climbing a mountain.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Thomas is running or Mary is writing a letter. Thomas is not running. Can we infer the following from them? Answer yes or no: Mary is writing a letter.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: Susan is not a server. Susan is a server or Sarah is a writer. Can we infer the following from them? Answer yes or no: Sarah is a writer.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is not cold. It is cold or William is running. Can we infer the following from them? Answer yes or no: William is running.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is not late. It is late or it is raining. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is windy or Joseph is sleeping. It is not windy. Can we infer the following from them? Answer yes or no: Joseph is sleeping.,yes
propositional,inference,disjunctive syllogism,inference,Consider the following premises: It is not cold. It is cold or it is late. Can we infer the following from them? Answer yes or no: It is late.,yes
