logic,rule_category,rule,problem,query,answer
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is a doctor if and only if x is a server. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were a doctor, then x is a server and if x were a server, then x is a doctor.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x were a server, then x is excited and if x were excited, then x is a server. Can we infer the following from them? Answer yes or no: There is at least one x for which x is a server if and only if x is excited.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x climbs a mountain, then x is drinking water and if x drinks water, then x is climbing a mountain. Can we infer the following from them? Answer yes or no: There is at least one x for which x will climb a mountain if and only if x will drink water.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x goes running, then x is excited and if x were excited, then x is running. Can we infer the following from them? Answer yes or no: There is at least one x for which x will go running if and only if x is excited.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x listens to a song, then x is making tea and if x makes tea, then x is listening to a song. Can we infer the following from them? Answer yes or no: There is at least one x for which x will listen to a song if and only if x will make tea.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is rich if and only if x will drive a car. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were rich, then x is driving a car and if x drives a car, then x is rich.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x will drink water if and only if x is a bartender. Can we infer the following from them? Answer yes or no: There is at least one x for which if x drinks water, then x is a bartender and if x were a bartender, then x is drinking water.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is a bartender if and only if x is excited. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were a bartender, then x is excited and if x were excited, then x is a bartender.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is a soldier if and only if x is an artist. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were a soldier, then x is an artist and if x were an artist, then x is a soldier.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one z for which if z were a poet, then z is drinking water and if z drinks water, then z is a poet. Can we infer the following from them? Answer yes or no: There is at least one z for which z is a poet if and only if z will drink water.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x reads a book, then x is a janitor and if x were a janitor, then x is reading a book. Can we infer the following from them? Answer yes or no: There is at least one x for which x will read a book if and only if x is a janitor.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x drinks water, then x is a poet and if x were a poet, then x is drinking water. Can we infer the following from them? Answer yes or no: There is at least one x for which x will drink water if and only if x is a poet.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one z_2 for which z_2 is a janitor if and only if z_2 will climb a mountain. Can we infer the following from them? Answer yes or no: There is at least one z_2 for which if z_2 were a janitor, then z_2 is climbing a mountain and if z_2 climbs a mountain, then z_2 is a janitor.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one y for which if y listens to a song, then y is a lawyer and if y were a lawyer, then y is listening to a song. Can we infer the following from them? Answer yes or no: There is at least one y for which y will listen to a song if and only if y is a lawyer.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one y for which y will climb a mountain if and only if y is an office clerk. Can we infer the following from them? Answer yes or no: There is at least one y for which if y climbs a mountain, then y is an office clerk and if y were an office clerk, then y is climbing a mountain.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x goes running, then x is a carpenter and if x were a carpenter, then x is running. Can we infer the following from them? Answer yes or no: There is at least one x for which x will go running if and only if x is a carpenter.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one y for which if y sleeps, then y is climbing a mountain and if y climbs a mountain, then y is sleeping. Can we infer the following from them? Answer yes or no: There is at least one y for which y will sleep if and only if y will climb a mountain.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x were a cashier, then x is a politician and if x were a politician, then x is a cashier. Can we infer the following from them? Answer yes or no: There is at least one x for which x is a cashier if and only if x is a politician.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x cooks, then x is making tea and if x makes tea, then x is cooking. Can we infer the following from them? Answer yes or no: There is at least one x for which x will cook if and only if x will make tea.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x will play a game if and only if x will drink water. Can we infer the following from them? Answer yes or no: There is at least one x for which if x plays a game, then x is drinking water and if x drinks water, then x is playing a game.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x writes a letter, then x is sleeping and if x sleeps, then x is writing a letter. Can we infer the following from them? Answer yes or no: There is at least one x for which x will write a letter if and only if x will sleep.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x works, then x is sad and if x were sad, then x is working. Can we infer the following from them? Answer yes or no: There is at least one x for which x will work if and only if x is sad.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x were a soldier, then x is reading a book and if x reads a book, then x is a soldier. Can we infer the following from them? Answer yes or no: There is at least one x for which x is a soldier if and only if x will read a book.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x plays squash, then x is working and if x works, then x is playing squash. Can we infer the following from them? Answer yes or no: There is at least one x for which x will play squash if and only if x will work.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x goes running, then x is sad and if x were sad, then x is running. Can we infer the following from them? Answer yes or no: There is at least one x for which x will go running if and only if x is sad.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x will play squash if and only if x will take a plane. Can we infer the following from them? Answer yes or no: There is at least one x for which if x plays squash, then x is taking a plane and if x takes a plane, then x is playing squash.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is an office clerk if and only if x is a poet. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were an office clerk, then x is a poet and if x were a poet, then x is an office clerk.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is a politician if and only if x is an office clerk. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were a politician, then x is an office clerk and if x were an office clerk, then x is a politician.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which x is a politician if and only if x is a musician. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were a politician, then x is a musician and if x were a musician, then x is a politician.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one y for which if y were a taxi driver, then y is bored and if y were bored, then y is a taxi driver. Can we infer the following from them? Answer yes or no: There is at least one y for which y is a taxi driver if and only if y is bored.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x plays squash, then x is a politician and if x were a politician, then x is playing squash. Can we infer the following from them? Answer yes or no: There is at least one x for which x will play squash if and only if x is a politician.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one y for which if y were a bartender, then y is happy and if y were happy, then y is a bartender. Can we infer the following from them? Answer yes or no: There is at least one y for which y is a bartender if and only if y is happy.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x were a bartender, then x is making tea and if x makes tea, then x is a bartender. Can we infer the following from them? Answer yes or no: There is at least one x for which x is a bartender if and only if x will make tea.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one z for which if z were a police officer, then z is making tea and if z makes tea, then z is a police officer. Can we infer the following from them? Answer yes or no: There is at least one z for which z is a police officer if and only if z will make tea.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one x for which if x climbs a mountain, then x is happy and if x were happy, then x is climbing a mountain. Can we infer the following from them? Answer yes or no: There is at least one x for which x will climb a mountain if and only if x is happy.",yes
predicate,equivalent,existential biconditional laws,inference,"Consider the following premises: There is at least one z for which if z were a scientist, then z is reading a book and if z reads a book, then z is a scientist. Can we infer the following from them? Answer yes or no: There is at least one z for which z is a scientist if and only if z will read a book.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w will drive a car, or w is a taxi driver and w will read a book. Can we infer the following from them? Answer yes or no: There is at least one w for which both w will drive a car or w is a taxi driver and w will drive a car or w will read a book are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will play tennis, and either x is a poet or x is a police officer. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will play tennis and x is a poet, or x will play tennis and x is a police officer.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u_1 for which u_1 is a soldier, or u_1 will make tea and u_1 is bored. Can we infer the following from them? Answer yes or no: There is at least one u_1 for which both u_1 is a soldier or u_1 will make tea and u_1 is a soldier or u_1 is bored are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: Some politicians will work or x is a nurse. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is a politician and x will work, or x is a politician and x is a nurse.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u for which u is a cashier, and either u is an electrician or u is a musician. Can we infer the following from them? Answer yes or no: There is at least one u for which either u is a cashier and u is an electrician, or u is a cashier and u is a musician.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w is a taxi driver, or w is a soldier and w will climb a mountain. Can we infer the following from them? Answer yes or no: There is at least one w for which both w is a taxi driver or w is a soldier and w is a taxi driver or w will climb a mountain are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will play tennis, and either x will climb a mountain or x will cook. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will play tennis and x will climb a mountain, or x will play tennis and x will cook.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will cook, and either x is a writer or x will sleep. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will cook and x is a writer, or x will cook and x will sleep.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w will drive a car, or w is an electrician and w is a musician. Can we infer the following from them? Answer yes or no: There is at least one w for which both w will drive a car or w is an electrician and w will drive a car or w is a musician are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is an artist, and either x will climb a mountain or x is a police officer. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is an artist and x will climb a mountain, or x is an artist and x is a police officer.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is curious, and either x will go running or x is a janitor. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is curious and x will go running, or x is curious and x is a janitor.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is happy, or x is a writer and x is rich. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is happy or x is a writer and x is happy or x is rich are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a doctor, or x will listen to a song and x will work. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is a doctor or x will listen to a song and x is a doctor or x will work are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will work, and either x is fast or x is a scientist. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will work and x is fast, or x will work and x is a scientist.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will listen to a song, and either x is a lawyer or x is a server. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will listen to a song and x is a lawyer, or x will listen to a song and x is a server.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w is a writer, or w is happy and w will play a game. Can we infer the following from them? Answer yes or no: There is at least one w for which both w is a writer or w is happy and w is a writer or w will play a game are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w is curious, or w will sleep and w will listen to a song. Can we infer the following from them? Answer yes or no: There is at least one w for which both w is curious or w will sleep and w is curious or w will listen to a song are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u_1 for which u_1 will drink water, or u_1 will read a book and u_1 will listen to a song. Can we infer the following from them? Answer yes or no: There is at least one u_1 for which both u_1 will drink water or u_1 will read a book and u_1 will drink water or u_1 will listen to a song are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is an artist, or x will read a book and x is a poet. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is an artist or x will read a book and x is an artist or x is a poet are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will play tennis, and either x will play squash or x is an artist. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will play tennis and x will play squash, or x will play tennis and x is an artist.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will play squash, and either x is a writer or x is an astronaut. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will play squash and x is a writer, or x will play squash and x is an astronaut.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is an office clerk, or x will cook and x is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is an office clerk or x will cook and x is an office clerk or x is a carpenter are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: Some servers will write a letter or x is a cashier. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is a server and x will write a letter, or x is a server and x is a cashier.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will listen to a song, or x will play squash and x will make tea. Can we infer the following from them? Answer yes or no: There is at least one x for which both x will listen to a song or x will play squash and x will listen to a song or x will make tea are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is poor, and either x is a scientist or x will make tea. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is poor and x is a scientist, or x is poor and x will make tea.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: Some poets will work or u will climb a mountain. Can we infer the following from them? Answer yes or no: Some poets will work, or u is a poet and u will climb a mountain.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a server, or x will write a letter and x will read a book. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is a server or x will write a letter and x is a server or x will read a book are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a sailor, and either x is excited or x is rich. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is a sailor and x is excited, or x is a sailor and x is rich.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will write a letter, and either x will work or x is a mechanic. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will write a letter and x will work, or x will write a letter and x is a mechanic.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a nurse, or x is a doctor and x will cook. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is a nurse or x is a doctor and x is a nurse or x will cook are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w is a mechanic, or w is an artist and w will drink water. Can we infer the following from them? Answer yes or no: There is at least one w for which both w is a mechanic or w is an artist and w is a mechanic or w will drink water are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u_1 for which u_1 is a server, or u_1 will go running and u_1 will write a letter. Can we infer the following from them? Answer yes or no: There is at least one u_1 for which both u_1 is a server or u_1 will go running and u_1 is a server or u_1 will write a letter are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a poet, or x is a janitor and x will cook. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is a poet or x is a janitor and x is a poet or x will cook are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w will play squash, or w will cook and w is a writer. Can we infer the following from them? Answer yes or no: There is at least one w for which both w will play squash or w will cook and w will play squash or w is a writer are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will read a book, and either x is an electrician or x is a mechanic. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will read a book and x is an electrician, or x will read a book and x is a mechanic.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will make tea, and either x will read a book or x will take a plane. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will make tea and x will read a book, or x will make tea and x will take a plane.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w is a sailor, or w is poor and w will write a letter. Can we infer the following from them? Answer yes or no: There is at least one w for which both w is a sailor or w is poor and w is a sailor or w will write a letter are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: Some doctors will write a letter or u will read a book. Can we infer the following from them? Answer yes or no: Some doctors will write a letter, or u is a doctor and u will read a book.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a taxi driver, and either x will take a plane or x will listen to a song. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is a taxi driver and x will take a plane, or x is a taxi driver and x will listen to a song.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u for which u will write a letter, and either u is a mechanic or u is a police officer. Can we infer the following from them? Answer yes or no: There is at least one u for which either u will write a letter and u is a mechanic, or u will write a letter and u is a police officer.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u_1 for which u_1 will take a plane, or u_1 will drink water and u_1 will play squash. Can we infer the following from them? Answer yes or no: There is at least one u_1 for which both u_1 will take a plane or u_1 will drink water and u_1 will take a plane or u_1 will play squash are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is sad, and either x will play squash or x will cook. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is sad and x will play squash, or x is sad and x will cook.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is an electrician, and either x is sad or x will sleep. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is an electrician and x is sad, or x is an electrician and x will sleep.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is sad, and either x will play tennis or x will cook. Can we infer the following from them? Answer yes or no: There is at least one x for which either x is sad and x will play tennis, or x is sad and x will cook.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x is a poet, or x is sad and x is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x for which both x is a poet or x is sad and x is a poet or x is a carpenter are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will read a book, and either x will play tennis or x will work. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will read a book and x will play tennis, or x will read a book and x will work.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one u_1 for which u_1 is poor, or u_1 will cook and u_1 is a bartender. Can we infer the following from them? Answer yes or no: There is at least one u_1 for which both u_1 is poor or u_1 will cook and u_1 is poor or u_1 is a bartender are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one x for which x will go running, and either x will read a book or x is a server. Can we infer the following from them? Answer yes or no: There is at least one x for which either x will go running and x will read a book, or x will go running and x is a server.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w will go running, or w will write a letter and w will read a book. Can we infer the following from them? Answer yes or no: There is at least one w for which both w will go running or w will write a letter and w will go running or w will read a book are true.",yes
predicate,equivalent,existential distributive laws,inference,"Consider the following premises: There is at least one w for which w is a janitor, or w will climb a mountain and w will make tea. Can we infer the following from them? Answer yes or no: There is at least one w for which both w is a janitor or w will climb a mountain and w is a janitor or w will make tea are true.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if Patricia climbs a mountain, then x is cooking. Can we infer the following from them? Answer yes or no: If Patricia climbs a mountain, then there is at least one x for which x will cook.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Richard reads a book, then there is at least one x for which x is rich. Can we infer the following from them? Answer yes or no: There is at least one x for which if Richard reads a book, then x is rich.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If for all x, x will take a plane, then it is late. Can we infer the following from them? Answer yes or no: There is at least one x for which if x takes a plane, then it is late.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if Jennifer were a mechanic, then x is an astronaut. Can we infer the following from them? Answer yes or no: If Jennifer were a mechanic, then there is at least one x for which x is an astronaut.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if it is cold, then x is a poet. Can we infer the following from them? Answer yes or no: If it is cold, then there is at least one x for which x is a poet.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If it snows, then there is at least one x for which x will cook. Can we infer the following from them? Answer yes or no: There is at least one x for which if it snows, then x is cooking.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If for all v, v is a bartender, then it is windy. Can we infer the following from them? Answer yes or no: There is at least one v for which if v were a bartender, then it is windy.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Mary writes a letter, then there is at least one x for which x will drink water. Can we infer the following from them? Answer yes or no: There is at least one x for which if Mary writes a letter, then x is drinking water.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If for all v, v will make tea, then Thomas is a nurse. Can we infer the following from them? Answer yes or no: There is at least one v for which if v makes tea, then Thomas is a nurse.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one x for which x will go running, then James is playing squash. Can we infer the following from them? Answer yes or no: For all x, if x goes running, then James is playing squash.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Thomas were an artist, then there is at least one x for which x will sleep. Can we infer the following from them? Answer yes or no: There is at least one x for which if Thomas were an artist, then x is sleeping.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one u_3 for which u_3 will drive a car, then Michael is a server. Can we infer the following from them? Answer yes or no: For all u_3, if u_3 drives a car, then Michael is a server.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one u for which u is a writer, then John is an astronaut. Can we infer the following from them? Answer yes or no: For all u, if u were a writer, then John is an astronaut.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Robert takes a plane, then for all x, x will write a letter. Can we infer the following from them? Answer yes or no: For all x, if Robert takes a plane, then x is writing a letter.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If it is late, then for all v, v is curious. Can we infer the following from them? Answer yes or no: For all v, if it is late, then v is curious.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one y for which y will read a book, then James is working. Can we infer the following from them? Answer yes or no: For all y, if y reads a book, then James is working.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Karen goes running, then for all x, x is a sailor. Can we infer the following from them? Answer yes or no: For all x, if Karen goes running, then x is a sailor.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If David drives a car, then for all v, v will drink water. Can we infer the following from them? Answer yes or no: For all v, if David drives a car, then v is drinking water.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one v_4 for which v_4 is excited, then it is cold. Can we infer the following from them? Answer yes or no: For all v_4, if v_4 were excited, then it is cold.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If for all x, x is a janitor, then Michael is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x for which if x were a janitor, then Michael is a carpenter.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one v_4 for which v_4 will sleep, then Jennifer is fast. Can we infer the following from them? Answer yes or no: For all v_4, if v_4 sleeps, then Jennifer is fast.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if it rains, then x is taking a plane. Can we infer the following from them? Answer yes or no: If it rains, then there is at least one x for which x will take a plane.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If it is cold, then for all u, u will play tennis. Can we infer the following from them? Answer yes or no: For all u, if it is cold, then u is playing tennis.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If for all x, x will play tennis, then Richard is writing a letter. Can we infer the following from them? Answer yes or no: There is at least one x for which if x plays tennis, then Richard is writing a letter.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if it is late, then x is an electrician. Can we infer the following from them? Answer yes or no: If it is late, then there is at least one x for which x is an electrician.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Robert drinks water, then for all x, x is fast. Can we infer the following from them? Answer yes or no: For all x, if Robert drinks water, then x is fast.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if Sarah listens to a song, then x is taking a plane. Can we infer the following from them? Answer yes or no: If Sarah listens to a song, then there is at least one x for which x will take a plane.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if Jessica were an astronaut, then x is playing tennis. Can we infer the following from them? Answer yes or no: If Jessica were an astronaut, then there is at least one x for which x will play tennis.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If it is windy, then there is at least one x for which x is an astronaut. Can we infer the following from them? Answer yes or no: There is at least one x for which if it is windy, then x is an astronaut.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if it is late, then x is a bartender. Can we infer the following from them? Answer yes or no: If it is late, then there is at least one x for which x is a bartender.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: For all y, if Jessica were excited, then y is a taxi driver. Can we infer the following from them? Answer yes or no: If Jessica were excited, then for all y, y is a taxi driver.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: There is at least one x for which if Robert were an electrician, then x is happy. Can we infer the following from them? Answer yes or no: If Robert were an electrician, then there is at least one x for which x is happy.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one x for which x is a musician, then Thomas is a poet. Can we infer the following from them? Answer yes or no: For all x, if x were a musician, then Thomas is a poet.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: For all x, if it is sunny, then x is cooking. Can we infer the following from them? Answer yes or no: If it is sunny, then for all x, x will cook.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: For all y, if it is late, then y is an office clerk. Can we infer the following from them? Answer yes or no: If it is late, then for all y, y is an office clerk.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If there is at least one x for which x is an electrician, then Michael is working. Can we infer the following from them? Answer yes or no: For all x, if x were an electrician, then Michael is working.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If it is sunny, then for all x, x is a cashier. Can we infer the following from them? Answer yes or no: For all x, if it is sunny, then x is a cashier.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If for all x, x will climb a mountain, then it is overcast. Can we infer the following from them? Answer yes or no: There is at least one x for which if x climbs a mountain, then it is overcast.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: If Sarah writes a letter, then there is at least one v_4 for which v_4 will go running. Can we infer the following from them? Answer yes or no: There is at least one v_4 for which if Sarah writes a letter, then v_4 is running.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: For all z_3, if Charles were a cashier, then z_3 is writing a letter. Can we infer the following from them? Answer yes or no: If Charles were a cashier, then for all z_3, z_3 will write a letter.",yes
predicate,equivalent,Law of quantifier movement,inference,"Consider the following premises: For all v, if it snows, then v is a nurse. Can we infer the following from them? Answer yes or no: If it snows, then for all v, v is a nurse.",yes
