question,target
"Consider the following premises: There is no x_30 for which x_30 will drink water. For all x_30, if x_30 drinks water, then x_30 is driving a car. For all x_30, if x_30 drives a car, then x_30 is drinking water. For all x_30, x_30 is an astronaut if and only if x_30 will drive a car. Can we infer the following from them? Answer yes or no: There is at least one x_30 for which x_30 is an astronaut.",no
"Consider the following premises: For all x_36, if x_36 drinks water, then x_36 is taking a plane. For all x_36, x_36 is not a mechanic or x_36 will cook. For all x_36, x_36 will not take a plane or x_36 is a mechanic. There is at least one x_36 for which x_36 is a mechanic if and only if x_36 is a scientist. For all x_36, if x_36 cooks, then x_36 is drinking water. For all x_36, x_36 is a mechanic if and only if x_36 is a scientist. Can we infer the following from them? Answer yes or no: There is at least one x_36 for which if x_36 cooks, then x_36 is a scientist.",yes
"Consider the following premises: For all x_32, x_32 will sleep. For all x_32, x_32 is a musician or x_32 is sad. For all x_32, x_32 is not a musician. Can we infer the following from them? Answer yes or no: V is sad.",yes
"Consider the following premises: For all x_43, if x_43 were an office clerk, then x_43 is a writer. There is at least one x_43 for which x_43 is a soldier. For all x_43, if x_43 were a writer, then x_43 is an office clerk. For all x_43, if x_43 were an office clerk, then x_43 is running. For all x_43, if x_43 were a soldier, then x_43 is taking a plane. For all x_43, if x_43 goes running, then x_43 is a writer. Can we infer the following from them? Answer yes or no: There is at least one x_43 for which x_43 will take a plane or there is at least one x_43 for which x_43 is a writer.",yes
"Consider the following premises: For all x_51, x_51 is not a nurse. For all x_51, if x_51 listens to a song, then x_51 is rich and if x_51 were rich, then x_51 is listening to a song. For all x_51, x_51 is a nurse if and only if x_51 is rich. For all x_51, if x_51 were fast, then x_51 is making tea. For all x_51, x_51 will cook. There is at least one x_51 for which if x_51 cooks, then x_51 is fast. Can we infer the following from them? Answer yes or no: There is at least one x_51 for which x_51 will make tea.",yes
"Consider the following premises: For all x_37, x_37 will play squash if and only if x_37 is a poet. For all x_38, x_38 will play squash. Can we infer the following from them? Answer yes or no: X_37 is rich.",no
"Consider the following premises: For all x_31, if x_31 were a sailor, then x_31 is a politician. There is at least one x_31 for which if x_31 works, then x_31 is a politician. For all x_31, x_31 is an office clerk if and only if x_31 is an artist. For all x_31, x_31 is an office clerk if and only if x_31 is a sailor. For all x_31, if x_31 were a politician, then x_31 is a sailor. Can we infer the following from them? Answer yes or no: There is at least one x_31 for which if x_31 works, then x_31 is an artist.",yes
"Consider the following premises: For all x_36, x_36 will work or x_36 is bored. For all x_36, x_36 is a carpenter if and only if x_36 is rich. For all x_36, x_36 will not work or x_36 is a carpenter. There is at least one x_36 for which x_36 is rich if and only if x_36 will play squash. For all x_36, if x_36 were bored, then x_36 is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x_36 for which x_36 is rich.",yes
"Consider the following premises: For all x_36, x_36 will climb a mountain if and only if x_36 will cook. For all x_36, if x_36 cooks, then x_36 is playing a game. For all x_36, if x_36 plays a game, then x_36 is a soldier. For all x_36, x_36 is a musician if and only if x_36 is a politician. For all x_36, x_36 is not a politician or x_36 will climb a mountain. For all x_36, if x_36 writes a letter, then x_36 is a musician. For all x_36, if x_36 were a soldier, then x_36 is writing a letter. Can we infer the following from them? Answer yes or no: For all x_36, x_36 will climb a mountain if and only if x_36 is a soldier.",yes
"Consider the following premises: For all x_36, x_36 is a cashier. For all x_32, if x_32 were a taxi driver, then x_32 is a cashier. Can we infer the following from them? Answer yes or no: Karen is a taxi driver.",no
"Consider the following premises: For all x_37, x_37 is curious if and only if x_37 will go running. For all x_37, if x_37 writes a letter, then x_37 is making tea. For all x_37, if x_37 makes tea, then x_37 is writing a letter. For all x_37, x_37 will make tea if and only if x_37 will read a book. For all x_37, x_37 will make tea if and only if x_37 will read a book. For all x_37, x_37 is not curious. For all x_37, x_37 will read a book if and only if x_37 will go running. Can we infer the following from them? Answer yes or no: For all x_37, x_37 will not write a letter.",no
"Consider the following premises: For all x_43, x_43 is a musician or x_43 will sleep. For all x_43, x_43 is not a musician or x_43 will climb a mountain. For all x_43, if x_43 were a scientist, then x_43 is climbing a mountain. For all x_43, if x_43 drinks water, then x_43 is sleeping. There is at least one x_43 for which if x_43 were an artist, then x_43 is a sailor. For all x_43, x_43 will not drink water. For all x_43, if x_43 were a scientist, then x_43 is a sailor. For all x_43, if x_43 were a sailor, then x_43 is a scientist. For all x_43, if x_43 sleeps, then x_43 is drinking water. For all x_43, x_43 is an artist if and only if x_43 is a server. Can we infer the following from them? Answer yes or no: There is at least one x_43 for which x_43 is a server.",no
"Consider the following premises: For all x_32, x_32 is a police officer if and only if x_32 will cook. For all x_32, if x_32 climbs a mountain, then x_32 is a nurse. For all x_32, if x_32 goes running, then x_32 is climbing a mountain. For all x_32, if x_32 cooks, then x_32 is climbing a mountain. For all x_32, if x_32 climbs a mountain, then x_32 is running. For all x_32, if x_32 were a nurse, then x_32 is a police officer. Can we infer the following from them? Answer yes or no: For all x_32, if x_32 cooks, then x_32 is running.",no
"Consider the following premises: For all x_36, x_36 is a janitor. For all x_32, if x_32 were fast, then x_32 is a janitor. Can we infer the following from them? Answer yes or no: Linda is fast.",no
"Consider the following premises: For all x_44, x_44 will not listen to a song. There is at least one x_44 for which x_44 is not a server or x_44 will cook. For all x_44, x_44 will not sleep or x_44 will cook. For all x_44, x_44 is a server or x_44 will work. For all x_44, if x_44 works, then x_44 is listening to a song. Can we infer the following from them? Answer yes or no: There is at least one x_44 for which x_44 will sleep.",no
"Consider the following premises: For all x_32, if x_32 were a poet, then x_32 is cooking. For all x_32, x_32 is a police officer if and only if x_32 is a nurse. For all x_32, if x_32 cooks, then x_32 is a poet. For all x_32, if x_32 cooks, then x_32 is sleeping. For all x_32, if x_32 sleeps, then x_32 is a police officer. For all x_32, if x_32 were a nurse, then x_32 is cooking. Can we infer the following from them? Answer yes or no: For all x_32, if x_32 were a nurse, then x_32 is a poet.",no
"Consider the following premises: For all x_32, if x_32 were fast, then x_32 is listening to a song. For all x_32, if x_32 were an office clerk, then x_32 is making tea. For all x_32, x_32 will make tea if and only if x_32 is bored. For all x_32, if x_32 were bored, then x_32 is fast. For all x_32, if x_32 listens to a song, then x_32 is fast. For all x_32, if x_32 were fast, then x_32 is an office clerk. Can we infer the following from them? Answer yes or no: For all x_32, if x_32 were bored, then x_32 is listening to a song.",no
"Consider the following premises: For all x_44, if x_44 plays a game, then x_44 is playing tennis. For all x_44, x_44 is a carpenter or x_44 will play a game. There is at least one x_44 for which x_44 is not a carpenter or x_44 is rich. For all x_44, x_44 is not a poet or x_44 is rich. For all x_44, x_44 will not play tennis. Can we infer the following from them? Answer yes or no: There is at least one x_44 for which x_44 is a poet.",no
